CÓDIGO,NOMBRE,NIT,RAZÓN SOCIAL,NIVEL DE ATENCIÓN,GERENTE,DIRECCION,BARRIO,MUNICIPIO,DEPARTAMENTO,TELEFONO,E-MAIL EMPRESARIAL,E-MAIL 2 EMPRESARIAL,NOMBRE DEL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,E-MAIL REPRESENTANTE LEGAL,TELEFONO REPRESENTANTE LEGAL,NOMBRE PERSONA ENCARGADA DE TECNOLOGIA,EMAIL PERSONA ENCARGADA DE TECNOLOGIA,TELEFONO PERSONA ENCARGADA DE TECNOLOGIA
1572300372,ESE CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA,,,,,,,SOTAQUIRÁ,Boyacá,3203410031,,,,,,,JENNIFER ALVAREZ,gerenciaesesotaquira@gmail.com,3203410031
182050200301,IPS BELEN,,,,,,,BELÉN DE LOS ANDAQUÍES,Caquetá,3138338046,,,,,,,FERNEY CALDERON RODRIGUEZ,sistemas@rafaeltovarpoveda.gov.co,3138338046
158160055301,E.S.E. Centro de Salud Togui,,,,,,,TOGÜÍ,Boyacá,7292032,,,,,,,Maria Fernanda Rodriguez C.,mfernandarodriguez@hotmail.es,7292032
734080073701,HOSPITAL REINA SOFIA DE ESPAÑA,,,,,,,LÉRIDA,Tolima,3156907050,,,,,,,EDGAR RAMIREZ R.,sistemas@hospitalreinalerida.gov.co,3156907050
1568600845,E.S.E. Centro de Salud Santana,,,,,,,SANTANA,Boyacá,0,,,,,,,DALMIS GIOVANNI LEON QUITIAN,ese.santanaboyaca@hotmail.com,0
733490092601,HOSPITAL SAN JUAN DE DIOS ESE HONDA TOLIMA,,,,,,,HONDA,Tolima,3146315732,,,,,,,Mercedes Jorigua Garavito,sistemas@hsjd.gov.co,3146315732
157530033801,E.S.E. Hospital San Antonio de Soatá,,,,,,,SOATÁ,Boyacá,7880201,,,,,,,REINALDO SALAZAR,sistemas@hospisoata.gov.co,7880201
185920200202,PUERTO RICO,,,,,,,EL DONCELLO,Caquetá,3142314818,,,,,,,JHONATAN FERNANDO VEGA CALDERON,sistemas@esesorteresaadele.gov.co,3142314818
182560200203,EL PAUJIL,,,,,,,EL DONCELLO,Caquetá,3142314818,,,,,,,JHONATAN FERNANDO VEGA CALDERON,sistemas@esesorteresaadele.gov.co,3142314818
181500200204,CARTAGENA DEL CHAIRA,,,,,,,EL DONCELLO,Caquetá,3142314818,,,,,,,JHONATAN FERNANDO VEGA CALDERON,sistemas@esesorteresaadele.gov.co,3142314818
151760955,ESE HOSPITAL REGIONAL DE CHIQUINQUIRA ,,,,,,,CHIQUINQUIRÁ,Boyacá,3203467952,,,,,,,NN,juanitasierravargas@hotmail.com - hospitalchiquinquira@yahoo.com,3203467952
522030138903,PUESTO DE SALUD LA PLATA,,,,,,,COLÓN,Nariño,3145500336,,,,,,,NN,labuenaesperanzaese@gmail.com,3145500336
522030138904,PUESTO DE SALUD SAN CARLOS,,,,,,,COLÓN,Nariño,3105018181,,,,,,,NN,labuenaesperanzaese@gmail.com,3105018181
575602394,ESE Hospital san juan de dios sonson antiquia,,,,,,,SONSÓN,Antioquia,3113899163,,,,,,,jorge montoya,sistemasesesonson@hotmail.com,3113899163
